label,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
0,0.2919938564300537,0.49150073528289795,0.3285733163356781,0.4890444278717041,0.36379972100257874,0.44720974564552307,0.37657663226127625,0.391033411026001,0.36860623955726624,0.3493702709674835,0.35357338190078735,0.37138524651527405,0.3609132468700409,0.3264041841030121,0.35028648376464844,0.3823957145214081,0.34519729018211365,0.4026561975479126,0.3312495946884155,0.36229991912841797,0.33953365683555603,0.3245494067668915,0.33157894015312195,0.3894510865211487,0.32793545722961426,0.40108057856559753,0.30938446521759033,0.35930705070495605,0.31621354818344116,0.32633474469184875,0.3111580014228821,0.38790929317474365,0.3077549338340759,0.39927977323532104,0.2862873077392578,0.359881728887558,0.2943507134914398,0.3328135907649994,0.2930803596973419,0.3758409023284912,0.2893487811088562,0.38939857482910156
0,0.2923535406589508,0.4921071231365204,0.32898080348968506,0.48893222212791443,0.36397498846054077,0.44718995690345764,0.3765988051891327,0.39099234342575073,0.3685750663280487,0.34926751255989075,0.35381412506103516,0.3718929886817932,0.3609503209590912,0.3260384500026703,0.35047289729118347,0.38215935230255127,0.3454737961292267,0.40293994545936584,0.33140695095062256,0.36294761300086975,0.33947134017944336,0.32463347911834717,0.33162036538124084,0.3894680440425873,0.32800430059432983,0.40149199962615967,0.309447705745697,0.3600029945373535,0.3161606192588806,0.32611384987831116,0.31128281354904175,0.3875706195831299,0.3079238533973694,0.3994262218475342,0.28622376918792725,0.3606157898902893,0.2942723333835602,0.33269745111465454,0.29323095083236694,0.37561675906181335,0.28956496715545654,0.3896016478538513
0,0.293127179145813,0.49343419075012207,0.3287680447101593,0.4877476692199707,0.3633924722671509,0.4466187357902527,0.37697848677635193,0.390913188457489,0.36896002292633057,0.3479810655117035,0.3543890714645386,0.3715575337409973,0.3620351254940033,0.32879403233528137,0.3521246016025543,0.3864672780036926,0.34744545817375183,0.4059774875640869,0.3321966230869293,0.36196863651275635,0.3401385247707367,0.32513657212257385,0.3327144980430603,0.3913068473339081,0.32981643080711365,0.4010230302810669,0.31013697385787964,0.35907939076423645,0.3167983293533325,0.32511553168296814,0.3120398223400116,0.38825318217277527,0.30857813358306885,0.39941734075546265,0.28647541999816895,0.35998857021331787,0.2943372130393982,0.33195698261260986,0.2933599352836609,0.3762713372707367,0.2893471121788025,0.3910529613494873
0,0.29289907217025757,0.4930751621723175,0.328807532787323,0.4878026843070984,0.3635244369506836,0.44669008255004883,0.3770275115966797,0.390979140996933,0.36929959058761597,0.34822556376457214,0.35462093353271484,0.37213653326034546,0.3620099127292633,0.3292575180530548,0.35186389088630676,0.3868332803249359,0.3473011255264282,0.4063132107257843,0.3324103355407715,0.3622606098651886,0.3401830494403839,0.3255021274089813,0.33255454897880554,0.39135974645614624,0.32977721095085144,0.40097576379776,0.31041815876960754,0.3590620756149292,0.3169325888156891,0.32521533966064453,0.3119075894355774,0.3881523013114929,0.3085663318634033,0.39912348985671997,0.28689801692962646,0.3597069978713989,0.2946277856826782,0.3319668471813202,0.29330798983573914,0.3762347400188446,0.2892897427082062,0.3907530605792999
0,0.29303181171417236,0.4897567331790924,0.3287588357925415,0.4869537949562073,0.3640589118003845,0.44700416922569275,0.3775491714477539,0.39049604535102844,0.36970579624176025,0.34852299094200134,0.35471439361572266,0.37304145097732544,0.36293256282806396,0.32823026180267334,0.35197991132736206,0.38496214151382446,0.34682533144950867,0.40564048290252686,0.3325980007648468,0.36305898427963257,0.34072116017341614,0.3259378969669342,0.3320882320404053,0.3912816047668457,0.32877349853515625,0.40246859192848206,0.31067994236946106,0.35976433753967285,0.31726545095443726,0.32577431201934814,0.310982882976532,0.3885943293571472,0.3073299527168274,0.40110713243484497,0.28712597489356995,0.36006301641464233,0.2943192422389984,0.33054855465888977,0.2924583852291107,0.37491366267204285,0.2886715829372406,0.39093631505966187
0,0.29320278763771057,0.48894280195236206,0.3288014531135559,0.4870684742927551,0.3642899692058563,0.4471619129180908,0.3775603771209717,0.3909868896007538,0.36926156282424927,0.3496108949184418,0.35499221086502075,0.37251007556915283,0.3625332713127136,0.32883402705192566,0.3515002727508545,0.38521504402160645,0.3466494679450989,0.4056367576122284,0.33264800906181335,0.362816721200943,0.34070298075675964,0.32645222544670105,0.3318914473056793,0.39129340648651123,0.3286689519882202,0.40203550457954407,0.31056925654411316,0.35972121357917786,0.3172769248485565,0.3263673186302185,0.3108817934989929,0.38873016834259033,0.30732041597366333,0.40048694610595703,0.2869335114955902,0.36023712158203125,0.2941931188106537,0.33164098858833313,0.2921512722969055,0.37556132674217224,0.2883181571960449,0.39042332768440247
0,0.2946998178958893,0.49670252203941345,0.3306984305381775,0.48889094591140747,0.3651140630245209,0.4475691318511963,0.3779996633529663,0.39271700382232666,0.3688203990459442,0.34985870122909546,0.35472965240478516,0.3733513653278351,0.3620355725288391,0.3297274112701416,0.35241153836250305,0.3879094421863556,0.34733402729034424,0.40964561700820923,0.33222833275794983,0.3646305799484253,0.33992522954940796,0.327875018119812,0.3329114019870758,0.3935912847518921,0.3293535113334656,0.4057236313819885,0.3100248873233795,0.3623589873313904,0.3165145516395569,0.3279491662979126,0.3125011622905731,0.3900766372680664,0.3088224530220032,0.40289944410324097,0.2865419387817383,0.36385032534599304,0.2946978211402893,0.33448678255081177,0.29433462023735046,0.3778631091117859,0.29015761613845825,0.3935863673686981
0,0.29456502199172974,0.496452271938324,0.3306198716163635,0.4888400435447693,0.3651277422904968,0.447712779045105,0.37805891036987305,0.3926151394844055,0.36873841285705566,0.34976693987846375,0.35466256737709045,0.37360742688179016,0.36203157901763916,0.3299769163131714,0.35241490602493286,0.38800251483917236,0.34738269448280334,0.4097053110599518,0.3321659564971924,0.36486250162124634,0.3399072289466858,0.3278343975543976,0.33288875222206116,0.3934308886528015,0.3293874263763428,0.4056570827960968,0.30998122692108154,0.36258581280708313,0.3164796829223633,0.3279436230659485,0.3124886453151703,0.3899226486682892,0.30889150500297546,0.4028220474720001,0.2865104079246521,0.36410945653915405,0.29464390873908997,0.3346475064754486,0.2943379580974579,0.37787213921546936,0.290272980928421,0.3936166763305664
0,0.29370006918907166,0.49979478120803833,0.33018165826797485,0.4936586320400238,0.3640701472759247,0.45061439275741577,0.37687915563583374,0.3961038589477539,0.37024059891700745,0.3539530038833618,0.3545013666152954,0.37546828389167786,0.36168229579925537,0.330120325088501,0.35162651538848877,0.38829147815704346,0.3468303680419922,0.40971723198890686,0.33209487795829773,0.367431104183197,0.3397834300994873,0.3307606279850006,0.3324425220489502,0.3964398205280304,0.3293410539627075,0.4075008034706116,0.30976852774620056,0.36537641286849976,0.3163623511791229,0.3305084705352783,0.3117649257183075,0.39317846298217773,0.3085513114929199,0.40528398752212524,0.28600555658340454,0.36651766300201416,0.2935933470726013,0.33669158816337585,0.29294252395629883,0.3803982138633728,0.2893730700016022,0.3956287205219269
0,0.29331445693969727,0.49936139583587646,0.33007776737213135,0.49391621351242065,0.3641276955604553,0.45086371898651123,0.3769081234931946,0.3959413170814514,0.3700107932090759,0.35388946533203125,0.35421863198280334,0.37558770179748535,0.3615049421787262,0.33003371953964233,0.3512589633464813,0.3880564868450165,0.3463529348373413,0.4095292091369629,0.3317658603191376,0.3675517439842224,0.3395192623138428,0.330890029668808,0.33210813999176025,0.39632782340049744,0.3289363384246826,0.40730565786361694,0.30947136878967285,0.3655327558517456,0.3161882162094116,0.330580472946167,0.3115290701389313,0.39307135343551636,0.3082318902015686,0.40516483783721924,0.2858133316040039,0.3667258322238922,0.29353439807891846,0.3373260796070099,0.2927379608154297,0.38072067499160767,0.28903669118881226,0.39555415511131287
